,item,ingredient
17067,284469,vodka
17068,284469,dry vermouth
17069,284469,cucumber
17070,316084,red wine
17071,316084,club soda
17072,316084,apricot brandy
17073,316084,orange juice
17074,316084,lime juice
17075,316084,lemon juice
17076,316084,ice cubes
17077,316084,apple
17078,316084,grenadine
17079,379121,lime wedge
17080,379121,coarse salt
17081,379121,ice cube
17082,379121,tequila
17083,379121,lemonade
17084,104740,vodka
17085,104740,grapefruit juice
17086,104740,salt
17087,269082,vodka
17088,269082,grapefruit juice
17089,269082,ice
17090,269082,salt
17091,511933,salt
17092,511933,lemon
17093,511933,butter
17094,511933,pure maple syrup
17095,511933,vanilla bean
17096,511933,dark rum
17097,511933,apple cider
17098,313466,white sugar
17099,313466,water
17100,313466,mint leaf
17101,313466,lemon
17102,304849,espresso coffee
17103,304849,light cream
17104,304849,white sambuca
17105,304849,coffee-flavored liqueur
17106,304849,ice cube
17107,496354,chocolate liqueur
17108,496354,vodka
17109,496354,malibu rum
17110,496354,half-and-half
17111,496354,chocolate syrup
17112,496354,shredded coconut
17113,496354,cookie
17114,496354,caramel syrup
17115,251505,momokawa diamond sake
17116,251505,mojito mix
17117,251505,"lime, juice of"
17118,251505,club soda
17119,251505,fresh mint leaves
17120,199170,lime juice
17121,199170,tequila
17122,199170,triple sec
17123,199170,brut champagne
17124,43474,chambord raspberry liquor
17125,43474,vodka
17126,43474,peach schnapps
17127,43474,midori melon liqueur
17128,43474,triple sec
17129,43474,cranberry juice
17130,43474,orange juice
17131,43474,sour mix
17132,409704,rose wine
17133,409704,sprite
17134,409704,light rum
17135,409704,brandy
17136,409704,ice cube
17137,409704,apple
17138,409704,red grapes
17139,409704,lemon slice
17140,409704,lime slice
17141,373296,cream of coconut
17142,373296,kahlua
17143,373296,rum
17144,373296,creme de cacao
17145,373296,half-and-half
17146,373296,vanilla ice cream
17147,321805,vodka
17148,321805,limeade
17149,321805,cranberry juice concentrate
17150,155278,red zinfandel wine
17151,155278,orange juice
17152,155278,lemon juice
17153,155278,sugar
17154,155278,brandy
17155,155278,orange-flavored liqueur
17156,155278,oranges
17157,155278,lemons
17158,155278,soda water
17159,155278,orange slice
17160,504853,rose wine
17161,504853,rum
17162,504853,pineapple juice
17163,504853,lemon juice
17164,504853,lemon
17165,504853,lime
17166,504853,mango
17167,504853,sugar
17168,58848,sugar
17169,58848,water
17170,58848,navel orange
17171,58848,lemon
17172,58848,lime
17173,58848,dry red wine
17174,58848,sparkling water
17175,55931,oranges
17176,55931,lemon
17177,55931,sugar
17178,55931,rose wine
17179,55931,lemon-lime flavored soda
17180,55931,brandy
17181,55931,orange slice
17182,55931,lemon slice
17183,55931,ice cube
17184,71873,crushed pineapple
17185,71873,dry red wine
17186,71873,orange juice
17187,71873,lemon juice
17188,71873,sugar
17189,71873,"lemon, rind of"
17190,65483,boiling water
17191,65483,tea bags
17192,65483,sugar
17193,65483,grape juice
17194,65483,orange
17195,65483,lemon
17196,65483,lime
17197,65483,strawberry
17198,65483,club soda
17199,65483,ice
17200,236354,merlot
17201,236354,apples
17202,236354,oranges
17203,236354,sugar
17204,509971,brandy
17205,509971,lemon juice
17206,509971,frozen lemonade concentrate
17207,509971,orange juice
17208,509971,dry red wine
17209,509971,triple sec
17210,509971,lemon
17211,509971,orange
17212,509971,lime
17213,509971,white sugar
17214,509971,maraschino cherries
17215,509971,carbonated water
17216,222568,blue curacao
17217,222568,orange juice
17218,222568,vodka
17219,271034,dry gin
17220,271034,fresh lemon juice
17221,271034,fresh orange juice
17222,271034,unsweetened cranberry juice
17223,271034,club soda
17224,271034,sugar
17225,271034,rosemary sprig
17226,402725,powdered sugar
17227,402725,water
17228,402725,sweetened flaked coconut
17229,402725,cranberry juice
17230,402725,malibu rum
17231,402725,grenadine
17232,402725,candy cane
17233,198547,sugar crystals
17234,198547,eggnog
17235,198547,brandy
17236,198547,amaretto
17237,198547,ground nutmeg
17238,198547,vanilla ice cream
17239,198547,cinnamon sticks
17240,328614,vodka
17241,328614,pear nectar
17242,328614,peach brandy
17243,328614,vanilla extract
17244,328614,champagne
17245,319017,coconut water
17246,319017,light rum
17247,319017,fresh lime juice
17248,319017,sugar
17249,319017,ice cube
17250,462559,vodka
17251,462559,blue curacao
17252,462559,creme de cassis
17253,462559,lime juice
17254,313357,lime juice
17255,313357,lemon juice
17256,313357,sugar
17257,313357,tequila
17258,313357,ice cube
17259,313357,salt
17260,327778,southern comfort
17261,327778,vodka
17262,327778,triple sec
17263,419633,mango
17264,419633,fresh lemon juice
17265,419633,club soda
17266,419633,fresh ginger
17267,419633,sugar
17268,419633,water
17269,419633,of fresh mint
17270,419633,lemon
17271,419633,vodka
17272,419633,bourbon
17273,401712,apple cider
17274,401712,cranberry juice
17275,401712,orange juice
17276,401712,honey
17277,401712,cinnamon sticks
17278,401712,whole cloves
17279,401712,orange strips
17280,401712,dark rum
17281,401712,brandy
17282,401712,fresh cranberries
17283,401712,orange
17284,318784,club soda
17285,318784,light cranberry juice
17286,318784,vodka
17287,318784,crystal light sugar free low calorie lemonade mix
17288,318784,splenda sugar substitute
17289,318784,lemons
17290,392522,rose wine
17291,392522,triple sec
17292,392522,frozen pink lemonade concentrate
17293,392522,orange
17294,392522,lime
17295,392522,lemon
17296,275551,ice cube
17297,275551,white wine
17298,275551,maraschino cherry
17299,275551,carbonated lemon-lime beverage
17300,188653,gin
17301,188653,dry vermouth
17302,188653,sweet vermouth
17303,188653,orange juice
17304,188653,cointreau liqueur
17305,188653,orange bitters
17306,292706,kahlua
17307,292706,irish cream
17308,292706,chocolate liqueur
17309,292706,ice
17310,292706,milk
17311,132566,7-up soda
17312,132566,grenadine
17313,132566,gin
17314,132566,superfine sugar
17315,132566,lemon slice
17316,132566,ice
17317,270579,sake
17318,270579,plum wine
17319,270579,lime juice
17320,270579,lime wedge
17321,157184,sugar
17322,157184,water
17323,157184,ice cube
17324,157184,rye whiskey
17325,157184,bitters
17326,157184,liqueur
17327,157184,lemon rind
17328,270292,drambuie
17329,270292,cranberry juice
17330,111167,southern comfort
17331,111167,cranberry juice
17332,111167,fresh lime juice
17333,111167,cracked ice
17334,225318,peach brandy
17335,225318,southern comfort
17336,225318,"lime, juice of"
17337,225318,maraschino cherry juice
17338,225318,ice
17339,355508,unsweetened cocoa powder
17340,355508,boiling water
17341,355508,granulated sugar
17342,355508,water
17343,355508,vodka
17344,355508,heavy cream
17345,342050,ice
17346,342050,spiced rum
17347,342050,cointreau liqueur
17348,342050,fresh orange juice
17349,342050,pineapple juice
17350,342050,grenadine
17351,342050,orange wedge
17352,342050,maraschino cherry
17353,347103,coconut rum
17354,347103,creme de banane
17355,347103,midori melon liqueur
17356,347103,pineapple juice
17357,347103,whipped cream
17358,190889,coconut rum
17359,190889,creme de banane
17360,190889,midori melon liqueur
17361,190889,pineapple juice
17362,190889,half-and-half
17363,57017,dark rum
17364,57017,white rum
17365,57017,brandy
17366,57017,triple sec
17367,57017,orange juice
17368,57017,"lime, juice of"
17369,424639,drambuie
17370,424639,apple juice
17371,424639,soda water
17372,424639,lime
17373,424639,apple
17374,68068,light cream
17375,68068,sweetened condensed milk
17376,68068,scotch whisky
17377,68068,instant coffee
17378,68068,chocolate syrup
17379,68068,vanilla extract
17380,68068,almond extract
17381,246690,malibu rum
17382,246690,chambord raspberry liquor
17383,246690,pineapple juice
17384,246690,cream
17385,292889,malibu rum
17386,292889,banana syrup
17387,292889,chocolate syrup
17388,292889,milk
17389,60693,orange juice
17390,60693,water
17391,60693,vodka
17392,60693,egg white
17393,60693,vanilla extract
17394,60693,sugar
17395,60693,ice
17396,184631,vodka
17397,184631,amaretto
17398,184631,kahlua
17399,184631,amarula cream liqueur
17400,184631,milk
17401,184631,cream
17402,385302,sour apple liqueur
17403,385302,peach schnapps
17404,385302,ice
17405,385302,orange juice
17406,280127,lemon sorbet
17407,280127,citrus-infused vodka
17408,280127,limoncello
17409,280127,sparkling white wine
17410,412565,vodka
17411,412565,cranberry juice
17412,412565,grapefruit juice
17413,412565,lime
17414,349219,cranberry vodka
17415,349219,cranberry juice
17416,349219,grapefruit juice
17417,349219,lime wedge
17418,423600,vodka
17419,423600,cranberry juice
17420,423600,pink grapefruit juice
17421,423600,lime wedges
17422,146191,orange juice
17423,146191,cranberry juice
17424,146191,vodka
17425,146191,ice
17426,15666,vodka
17427,15666,lime juice
17428,15666,sugar
17429,15666,soda water
17430,15666,blue curacao
17431,15666,green creme de menthe
17432,114942,gin
17433,114942,tonic water
17434,114942,campari
17435,114942,lime wedges
17436,173868,"orange, zest of"
17437,173868,orange juice
17438,173868,white rum
17439,173868,curacao
17440,173868,light cream
17441,173868,ice
17442,228424,lime juice
17443,228424,serrano chilies
17444,228424,fresh cilantro
17445,228424,tomato juice
17446,228424,tequila
17447,228424,salt
17448,228424,ground pepper
17449,228424,celery rib
17450,284312,light rum
17451,284312,lime juice
17452,284312,tahini
17453,284312,honey
17454,252801,vodka
17455,252801,orange juice
17456,252801,dr. pepper cola
17457,252801,lemon wedges
17458,13021,vodka
17459,13021,peach schnapps
17460,13021,grenadine
17461,13021,orange juice
17462,13021,ice
17463,13021,sugar
17464,245769,orange juice
17465,245769,cranberry juice
17466,245769,peach nectar
17467,245769,grenadine
17468,245769,pineapple
17469,277938,vodka
17470,277938,midori melon liqueur
17471,277938,strawberry liqueur
17472,277938,pineapple juice
17473,277938,cranberry juice
17474,379813,vodka
17475,379813,peach schnapps
17476,379813,southern comfort
17477,379813,blue curacao
17478,379813,midori melon liqueur
17479,379813,orange juice
17480,206053,vodka
17481,206053,peach liqueur
17482,206053,orange juice
17483,206053,blue curacao
17484,206053,ice
17485,34066,dark rum
17486,34066,creme de banane
17487,34066,peach schnapps
17488,34066,coconut extract
17489,34066,pineapple juice
17490,34066,ice cubes
17491,96271,frozen pineapple concentrate
17492,96271,vodka
17493,96271,water
17494,96271,raspberry liqueur
17495,96271,melon liqueur
17496,96271,cranberry juice
17497,96271,ice
17498,96271,pineapple slice
17499,204100,sparkling white wine
17500,204100,vodka
17501,204100,lemon sorbet
17502,204100,fresh mint leaves
17503,29674,ice
17504,29674,chocolate-flavored liqueur
17505,29674,vodka
17506,29674,chocolate
17507,147530,pear halves in natural juice
17508,147530,elderflower cordial
17509,147530,lemon juice
17510,147530,tonic water
17511,147530,cherries
17512,377956,sugar cube
17513,377956,orange bitters
17514,377956,sparkling grape juice
17515,377956,orange twist
17516,113834,vodka
17517,113834,green creme de menthe
17518,113834,vanilla ice cream
17519,113834,mint sprig
17520,217396,white tequila
17521,217396,irish whiskey
17522,217396,melon liqueur
17523,217396,orange juice
17524,217396,fresh lemon juice
17525,424136,beer
17526,424136,tomato juice
17527,424136,vodka
17528,424136,chili-garlic sauce
17529,424136,lemon wedge
17530,113058,brandy
17531,113058,pineapple juice
17532,113058,fresh ginger
17533,113058,lemon juice
17534,113058,grenadine
17535,324268,ice cubes
17536,324268,lemon slice
17537,324268,pineapple chunk
17538,324268,tequila
17539,324268,triple sec
17540,324268,orange juice
17541,324268,pineapple juice
17542,324268,rum
17543,324268,grenadine
17544,324268,maraschino cherry
17545,457383,vodka
17546,457383,blue curacao
17547,457383,triple sec
17548,457383,prepared sweet-and-sour mix
17549,457383,lemon wedge
17550,457383,ice
17551,224777,dark rum
17552,224777,coconut rum
17553,224777,banana liqueur
17554,224777,orange juice
17555,224777,pineapple juice
17556,286666,half-and-half
17557,286666,sweetened condensed milk
17558,286666,irish whiskey
17559,286666,instant coffee
17560,286666,chocolate syrup
17561,286666,eggs
17562,286666,vanilla extract
17563,428320,vanilla vodka
17564,428320,unsweetened pineapple juice
17565,428320,cream of coconut
17566,428320,key lime juice
17567,428320,ice cube
17568,428320,lime slice
17569,8533,ice
17570,8533,bacardi dark rum
17571,8533,cranberry juice
17572,8533,7-up soda
17573,8533,maraschino cherry
17574,147745,ginger ale
17575,147745,grenadine
17576,147745,lime juice
17577,147745,maraschino cherry
17578,147745,orange slice
17579,15961,baileys irish cream
17580,15961,midori melon liqueur
17581,481784,fresh lime juice
17582,481784,fresh lemon juice
17583,481784,agave nectar
17584,481784,tequila
17585,481784,grand marnier
17586,481784,lime wedge
17587,481784,salt
17588,482973,vodka
17589,482973,sweetened lime juice
17590,482973,fresh lime juice
17591,482973,seltzer water
17592,482973,lime wedge
17593,305756,amaretto
17594,305756,mango rum
17595,305756,blood orange juice
17596,8442,brandy
17597,8442,lemon juice
17598,8442,cointreau liqueur
17599,8442,cracked ice
17600,346967,fresh lemon juice
17601,346967,sugar
17602,346967,cognac
17603,346967,triple sec
17604,346967,maraschino cherries
17605,379033,tomato juice
17606,379033,"limes, juice of"
17607,379033,fresh orange juice
17608,379033,sugar
17609,379033,tabasco sauce
17610,379033,tequila
17611,379033,jalapeno chile
17612,469728,malibu rum
17613,469728,pineapple juice
17614,469728,blue curacao
17615,469728,creme de cacao
17616,469728,whipping cream
17617,228135,instant chocolate drink mix
17618,228135,ice cubes
17619,228135,tequila
17620,228135,white creme de cacao
17621,228135,light cream
17622,228135,grenadine
17623,378321,rum
17624,378321,orange juice
17625,378321,pineapple juice
17626,378321,lime juice
17627,378321,cherry juice
17628,378321,lime slice
17629,378321,maraschino cherry
17630,262969,rum
17631,262969,orange-flavored liqueur
17632,262969,eggnog
17633,262969,ice
17634,262969,champagne
17635,262969,cinnamon stick
17636,255082,spiced rum
17637,255082,white creme de menthe
17638,255082,cointreau liqueur
17639,346145,bacardi light rum
17640,346145,lime juice
17641,346145,simple syrup
17642,346145,grenadine
17643,421235,lime slices
17644,421235,coarse sugar
17645,421235,carbonated lemon-lime beverage
17646,421235,tequila
17647,421235,frozen limeade concentrate
17648,421235,blue curacao
17649,421235,ice cubes
17650,315679,water
17651,315679,sugar
17652,315679,cinnamon sticks
17653,437520,apple juice
17654,437520,champagne yeast
17655,437520,sugar
17656,160184,oranges
17657,160184,superfine sugar
17658,160184,orange juice
17659,160184,dry red wine
17660,160184,orange-flavored liqueur
17661,362496,red wine
17662,362496,lemon
17663,362496,orange
17664,362496,sugar
17665,362496,brandy
17666,362496,ginger ale
17667,322419,southern comfort
17668,322419,orange juice
17669,322419,fresh lime juice
17670,322419,grenadine
17671,120804,red wine
17672,120804,sugar
17673,120804,water
17674,120804,oranges
17675,120804,limes
17676,120804,lemon
17677,122882,frozen limeade concentrate
17678,122882,sprite
17679,122882,corona beer
17680,122882,tequila
17681,262236,frangelico
17682,262236,butterscotch schnapps
17683,262236,orange curacao
17684,262236,cream
17685,262236,creme de banane
17686,262236,milk
17687,264932,strawberry liqueur
17688,264932,vodka
17689,264932,triple sec
17690,264932,orange juice
17691,338293,mango syrup
17692,338293,vodka
17693,338293,cranberry juice
17694,231666,dried apricots
17695,231666,sugar
17696,231666,vodka
17697,116563,gin
17698,116563,cherry brandy
17699,116563,lemon juice
17700,116563,club soda
17701,328457,strawberries
17702,328457,"lime, juice of"
17703,328457,sugar
17704,328457,rum
17705,328457,raspberry liqueur
17706,218992,vodka
17707,218992,olive juice
17708,218992,club soda
17709,218992,stuffed green olives
17710,196551,frozen pink lemonade concentrate
17711,196551,water
17712,196551,light rum
17713,196551,carbonated lemon-lime beverage
17714,312212,southern comfort
17715,312212,peach schnapps
17716,312212,cranberry juice
17717,312212,lime wedge
17718,80058,white creme de menthe
17719,80058,creme de cacao
17720,80058,heavy cream
17721,80058,coffee
17722,80058,peppermint stick candy
17723,310818,green tea
17724,310818,sugar
17725,310818,orange juice
17726,310818,lemon juice
17727,310818,coconut rum
17728,310813,raspberry vodka
17729,310813,"limes, juice of"
17730,310813,"lemon, juice of"
17731,310813,seltzer water
17732,310813,oranges
17733,310371,tequila
17734,310371,pineapple juice
17735,310371,peach juice
17736,310371,triple sec
17737,302369,dark rum
17738,302369,orange juice
17739,302369,pineapple juice
17740,302369,lime juice
17741,302369,grenadine
17742,186470,water
17743,186470,unsweetened cocoa
17744,186470,splenda sugar substitute
17745,186470,fat free chocolate soymilk
17746,186470,sugar-free chocolate syrup
17747,474794,beer
17748,474794,frozen pink lemonade concentrate
17749,474794,vodka
17750,263563,grenadine
17751,263563,"lemon, juice of"
17752,263563,vodka
17753,263563,beer
17754,295469,beer
17755,295469,frozen pink lemonade concentrate
17756,295469,vodka
17757,92836,beer
17758,92836,frozen lemonade
17759,92836,water
17760,92836,vodka
17761,444261,ice cube
17762,444261,captain morgan's spiced rum
17763,444261,ginger ale
17764,444261,lemon slice
17765,379166,vodka
17766,379166,candies
17767,213194,kahlua
17768,213194,baileys irish cream
17769,213194,butterscotch schnapps
17770,213194,creme de cacao
17771,274360,milk
17772,274360,honey
17773,274360,cognac
17774,262592,irish cream
17775,262592,butterscotch schnapps
17776,262592,eggnog
17777,264909,frangelico
17778,264909,vanilla vodka
17779,264909,butterscotch schnapps
17780,264909,milk
17781,535230,strawberries
17782,535230,honey
17783,535230,gin
17784,535230,greek yogurt
17785,535230,fresh ground black pepper
17786,535230,strawberry
17787,274757,sloes
17788,274757,sugar
17789,274757,gin
17790,274757,whole cloves
17791,274757,almond essence
17792,45782,sloe gin
17793,45782,sugar
17794,45782,"lemon, juice of"
17795,45782,soda water
17796,116137,orange juice concentrate
17797,116137,lemonade concentrate
17798,116137,sloe gin
17799,116137,water
17800,116137,sugar
17801,58846,lime
17802,58846,of fresh mint
17803,58846,sugar
17804,58846,white rum
17805,58846,sparkling water
17806,14171,southern comfort
17807,14171,sloe gin
17808,14171,orange juice
17809,312415,bourbon
17810,312415,brandy
17811,312415,triple sec
17812,312415,"lime, juice of"
17813,312415,grenadine
17814,247147,water
17815,247147,tea bags
17816,247147,sugar
17817,247147,frozen orange juice
17818,247147,frozen lemonade
17819,247147,vodka
17820,247147,ginger ale
17821,188013,kahlua
17822,188013,baileys irish cream
17823,188013,goldschlager
17824,188013,cinnamon
17825,423072,smirnoff no.21 vodka
17826,423072,triple sec
17827,423072,lemon juice
17828,360561,vodka
17829,360561,coffee liqueur
17830,360561,half-and-half cream
17831,360561,club soda
17832,174277,kahlua
17833,174277,milk
17834,174277,club soda
17835,178647,vodka
17836,178647,kahlua
17837,178647,light cream
17838,178647,pepsi
17839,44024,water
17840,44024,brown sugar
17841,44024,dry instant coffee
17842,44024,brandy
17843,44024,cinnamon stick
17844,44024,vanilla bean
17845,266057,frangelico
17846,266057,kahlua
17847,266057,irish cream
17848,266057,banana liqueur
17849,266057,cream
17850,457385,vodka
17851,457385,peach schnapps
17852,457385,orange juice
17853,457385,grenadine
17854,457385,lime
17855,457385,ice
17856,16589,white wine
17857,16589,ginger ale
17858,16589,blue curacao
17859,248599,hard alcoholic cider
17860,248599,guinness stout
17861,81401,rose's lime juice
17862,81401,kosher salt
17863,81401,ice cube
17864,81401,lime wedge
17865,81401,gold tequila
17866,81401,triple sec
17867,81401,prepared sweet-and-sour mix
17868,81401,margarita mix
17869,15527,tequila
17870,15527,baileys irish cream
17871,219663,citrus-infused vodka
17872,219663,cointreau liqueur
17873,219663,white cranberry juice
17874,219663,lime
17875,219663,cranberries
17876,286332,coconut rum
17877,286332,butterscotch schnapps
17878,286332,hazelnut-flavored liqueur
17879,286332,pina colada nonalcoholic drink mix
17880,286332,pineapple juice
17881,328493,sweetened flaked coconut
17882,328493,salt
17883,328493,fresh lime juice
17884,328493,cream of coconut
17885,328493,tequila
17886,328493,triple sec
17887,328493,ice
17888,253727,vanilla vodka
17889,253727,vanilla extract
17890,253727,sugar
17891,253727,half-and-half
17892,253727,ice
17893,253727,ground cinnamon
17894,262144,vodka
17895,262144,white grape juice
17896,262144,champagne
17897,291105,bittersweet chocolate
17898,291105,ice
17899,291105,vanilla vodka
17900,291105,chocolate liqueur
17901,291105,irish cream
17902,458180,light cream
17903,458180,espresso
17904,458180,white chocolate
17905,458180,brandy
17906,458180,creme de cacao
17907,458180,vanilla
17908,458180,whipped cream
17909,458180,chocolate
17910,331848,southern comfort
17911,331848,amaretto
17912,331848,ice
17913,124210,coffee
17914,124210,sugar
17915,124210,milk chocolate chips
17916,124210,real vanilla extract
17917,124210,vodka
17918,275518,cranberry-apple juice
17919,275518,southern comfort
17920,275518,water
17921,275518,frozen daiquiri concentrate
17922,401699,southern comfort
17923,401699,eggnog
17924,401699,nutmeg
17925,341088,southern comfort
17926,341088,amaretto
17927,341088,prepared sweet-and-sour mix
17928,341088,maraschino cherry
17929,115298,cranberry juice
17930,115298,grapefruit juice
17931,115298,lime juice
17932,324128,kahlua
17933,324128,frangelico
17934,324128,milk
17935,324128,ice
17936,222022,southern comfort
17937,222022,ginger ale
17938,222022,limes
17939,222022,cherries
17940,311215,frozen limeade concentrate
17941,311215,grand marnier
17942,311215,cuervo tequila
17943,311215,water
17944,311215,light beer
17945,311215,lime
17946,234243,brandy
17947,234243,merlot
17948,234243,orange juice
17949,234243,pineapple juice
17950,234243,orange
17951,234243,lemon
17952,234243,lime
17953,81753,apple liqueur
17954,81753,vodka
17955,81753,carbonated lemon-lime beverage
17956,303875,absolut citron vodka
17957,303875,malibu rum
17958,303875,chambord raspberry liquor
17959,303875,cointreau liqueur
17960,303875,cranberry juice
17961,303875,lemon juice
17962,303875,grenadine
17963,345266,sour mix
17964,345266,coconut rum
17965,345266,sweetened lime juice
17966,345266,maraschino cherry juice
17967,345266,grenadine
17968,345266,lemon-lime flavored soda
17969,345266,maraschino cherry
17970,345266,ice
17971,277324,gin
17972,277324,cranberry-raspberry juice
17973,277324,lime juice
17974,230023,vodka
17975,230023,sour raspberry liqueur
17976,230023,cranberry juice
17977,230023,lime
17978,230023,raspberries
17979,309558,vodka
17980,309558,amarula cream liqueur
17981,309558,irish cream
17982,309558,amaretto
17983,309558,kahlua
17984,132183,tea bags
17985,132183,mint
17986,132183,lemon
17987,132183,orange
17988,132183,ginger
17989,132183,honey
17990,250163,amarula cream liqueur
17991,250163,banana
17992,250163,chocolate ice cream
17993,379023,apple cider
17994,379023,fresh lemon juice
17995,379023,salt
17996,379023,tequila
17997,379023,orange-flavored liqueur
17998,379023,lemon slices
17999,223670,southern comfort
18000,223670,peach schnapps
18001,223670,creme de noyaux
18002,223670,orange juice
18003,223670,pineapple juice
18004,223670,cranberry juice
18005,196685,dry vermouth
18006,196685,southern comfort
18007,196685,maraschino cherry
18008,310664,southern comfort
18009,310664,lemonade concentrate
18010,310664,orange juice concentrate
18011,310664,sprite
18012,314137,irish whiskey
18013,314137,tia maria
18014,314137,kahlua
18015,314137,brewed espresso
18016,314137,whipped cream
18017,330088,sugar cube
18018,330088,water
18019,330088,bitters
18020,330088,whiskey
18021,330088,orange juice
18022,330088,ice cube
18023,330088,orange slice
18024,330088,maraschino cherry
18025,121445,southern comfort
18026,121445,peach schnapps
18027,121445,cream
18028,123026,southern comfort
18029,123026,prepared sweet-and-sour mix
18030,123026,orange juice
18031,123026,pineapple juice
18032,123026,grenadine
18033,475321,light rum
18034,475321,vodka
18035,475321,gin
18036,475321,fresh lemon juice
18037,475321,simple syrup
18038,475321,mint
18039,475321,lemon
18040,340670,southern comfort
18041,340670,amaretto
18042,340670,irish cream
18043,340670,whipped cream
18044,96166,southern comfort
18045,96166,limeade
18046,96166,ice
18047,129661,coke
18048,129661,prepared sweet-and-sour mix
18049,129661,gin
18050,129661,vodka
18051,129661,light rum
18052,129661,tequila
18053,129661,triple sec
18054,129661,lemon juice
18055,129661,lime juice
18056,129661,ice
18057,55089,of fresh mint
18058,55089,water
18059,55089,confectioners' sugar
18060,55089,ice
18061,55089,bourbon
18062,180971,southern comfort
18063,180971,cranberry juice
18064,180971,lime wedge
18065,422485,vodka
18066,422485,southern comfort
18067,422485,orange juice
18068,422485,ice
18069,328169,gin
18070,328169,simple syrup
18071,328169,lemonade
18072,328169,soda water
18073,328169,mint
18074,328169,cucumber
18075,369713,juice
18076,369713,fresh lemon juice
18077,369713,fresh cilantro
18078,369713,worcestershire sauce
18079,369713,adobo sauce
18080,369713,ground cumin
18081,369713,sugar
18082,369713,vodka
18083,369713,ice cube
18084,369713,celery ribs
18085,369713,red chilies
18086,255818,ice cube
18087,255818,vodka
18088,255818,curacao
18089,255818,rose's lime juice
18090,255818,club soda
18091,369734,lemon
18092,369734,brandy
18093,369734,kahlua
18094,369734,raw sugar
18095,369734,coffee
18096,369734,whipped cream
18097,238838,red wine
18098,238838,cola
18099,369929,coconut rum
18100,369929,midori melon liqueur
18101,369929,pineapple juice
18102,369929,orange juice
18103,369929,ice
18104,369758,tequila
18105,369758,kahlua
18106,369758,creme de menthe
18107,369758,ice
18108,20493,dry red wine
18109,20493,orange juice
18110,20493,grand marnier
18111,20493,sugar
18112,20493,club soda
18113,20493,ice cube
18114,20493,orange slice
18115,20493,lemon slice
18116,20493,tart green apple
18117,20493,peaches
18118,369796,dry red wine
18119,369796,orange juice
18120,369796,pineapple tidbits
18121,369796,apple
18122,369796,sugar
18123,369796,fresh lime juice
18124,369796,club soda
18125,252917,vodka
18126,252917,sparkling wine
18127,252917,grapes
18128,260302,vodka
18129,260302,cointreau liqueur
18130,260302,chambord raspberry liquor
18131,260302,cranberry juice
18132,260302,lime juice
18133,260302,champagne
18134,268953,cranberry juice
18135,268953,vodka
18136,268953,orange-flavored liqueur
18137,268953,cranberries
18138,268953,ice
18139,268953,lime
18140,458357,ginger
18141,458357,sparkling wine
18142,458357,orange juice
18143,458357,pineapple juice
18144,458357,ginger ale
18145,285088,pink grapefruit
18146,285088,sea salt
18147,285088,ice
18148,285088,vodka
18149,285088,grapefruit juice
18150,285088,club soda
18151,488715,water
18152,488715,sugar
18153,488715,rosemary sprig
18154,488715,fresh meyer lemon juice
18155,488715,vodka
18156,488715,prosecco
18157,379472,boiling water
18158,379472,tea bags
18159,379472,sugar
18160,379472,orange juice concentrate
18161,379472,champagne
18162,229351,mango rum liqueur
18163,229351,lemon-lime flavored soda
18164,405700,juice
18165,405700,simple syrup
18166,405700,grenadine
18167,405700,sparkling wine
18168,405700,lime slices
18169,405700,maraschino cherry
18170,257047,momokawa diamond sake
18171,257047,pomegranate liqueur
18172,257047,grenadine
18173,257047,champagne
18174,257047,cayenne pepper
18175,257047,granulated sugar
18176,167417,orange-flavored liqueur
18177,167417,almond liqueur
18178,167417,strawberries
18179,167417,raspberries
18180,167417,sparkling wine
18181,167417,seedless grapes
18182,16178,eggs
18183,16178,brown sugar
18184,16178,unsweetened cocoa powder
18185,16178,pure vanilla extract
18186,16178,milk
18187,16178,light rum
18188,16178,salt
18189,16178,whipping cream
18190,16178,semisweet chocolate
18191,75557,blue curacao
18192,75557,galliano
18193,75557,coconut rum
18194,75557,pineapple juice
18195,75557,seltzer water
18196,75557,maraschino cherries
18197,75557,chocolate chips
18198,75557,lychee
18199,425350,triple sec
18200,425350,cola
18201,425350,lemon slice
18202,314335,spiced rum
18203,314335,pear juice
18204,314335,fresh lime juice
18205,314335,simple syrup
18206,314335,angostura bitters
18207,314335,whole nutmeg
18208,276213,brewed coffee
18209,276213,sugar
18210,276213,whole cloves
18211,276213,cinnamon sticks
18212,276213,amaretto liqueur
18213,276213,whipped cream
18214,276213,orange strip
18215,288537,spiced rum
18216,288537,amaretto
18217,288537,club soda
18218,339018,apple cider
18219,339018,orange juice
18220,339018,light rum
18221,339018,sugar
18222,339018,cinnamon stick
18223,339018,clove
18224,339018,fresh lemon juice
18225,339018,orange slice
18226,238392,of fresh mint
18227,238392,limes
18228,238392,superfine sugar
18229,238392,cantaloupe
18230,238392,sparkling water
18231,238392,dark rum
18232,238392,ice cubes
18233,348519,fresh peach
18234,348519,peach nectar
18235,348519,captain morgan's spiced rum
18236,348519,peach schnapps
18237,348519,ice
18238,174309,spiced rum
18239,174309,peach liqueur
18240,174309,lemon juice
18241,174309,peach puree
18242,174309,club soda
18243,174309,mint leaves
18244,174309,lime wedge
18245,174309,simple syrup
18246,245069,mint sprigs
18247,245069,pear nectar
